GENE	RA
ST3GAL4	0.0043918
UBE2F	0.0043936
RRM1	0.0044048
IL19	0.0044078
KPRP	0.0044155
CLINT1	0.0044391
NCAPG2	0.0044421
SIGLEC1	0.0044426
ANKRD44	0.0044449
GRAP	0.0044546
CALML6	0.0044575
DCTN3	0.0044706
FASLG	0.0044827
SLC35E1	0.0044841
ZNF566	0.0044842
HAX1	0.0044965
C19orf44	0.004507
FBF1	0.0045084
CRTC3	0.004509
TRIM47	0.004514
PPP1R27	0.0045322
PDS5A	0.0045361
PRTFDC1	0.0045407
SEPHS2	0.0045494
ZDHHC20	0.0045558
NPIPB11	0.0045586
TUBB3	0.0045587
CISD2	0.0045645
TNP2	0.0045687
TSPOAP1	0.0046083
TNFSF11	0.0046176
B3GALT6	0.0046298
E2F7	0.0046346
MUC3A	0.0046358
CRYZL1	0.0046416
EFNA4	0.0046561
POGLUT1	0.0046742
UBE4A	0.0046784
AP3B1	0.0046817
DENND1B	0.0047206
FAM136A	0.0047542
DEF8	0.004768
AARS2	0.0047753
HTRA1	0.0047768
MCRIP1	0.0047955
TMEM52	0.0047985
CFAP77	0.0048343
C21orf2	0.004863
TRIM65	0.0048734
DBNDD1	0.0048773
CD7	0.0049329
CDS2	0.0049357
IQCN	0.0049507
P2RX3	0.0050038
SMARCD2	0.00502
TMEM131	0.0050258
P4HB	0.0050264
HCLS1	0.0050279
SLC45A1	0.0050314
TMEM199	0.0050358
RBBP8	0.0050813
PRDM7	0.0050877
ZNF14	0.0050997
LHX9	0.0051017
CENPBD1	0.0051122
TSPAN18	0.0051205
ZCCHC7	0.0051261
TNS4	0.0051288
CDC25B	0.0051318
FCRL4	0.0051326
SDHC	0.0051459
CDC6	0.0051483
CDK11A	0.0051803
SYN2	0.0051895
B4GALT1	0.0051952
NFIC	0.0052334
SH3GLB1	0.0052746
MOB1A	0.0052818
DTD2	0.0052825
BOLA3	0.0052828
CFAP126	0.0053315
FBXO34	0.0053395
MARCKS	0.0053466
ELMO1	0.0053739
RDH8	0.005375
MRAP	0.0053778
TMEM150B	0.0053945
ADAM15	0.0053955
DHX58	0.0054119
RECQL4	0.0054231
EPGN	0.005445
C9orf163	0.0054488
SIGLEC8	0.0054673
AK9	0.0054733
SKA2	0.005474
OR10G7	0.005482
UBE2D3	0.0055255
OR6B2	0.0055289
SUCO	0.0055313
ABCC12	0.0055425
GALK1	0.0055456
C1orf43	0.0055527
PPM1L	0.0055776
INHBE	0.0055796
WDR53	0.0055902
HOXA11	0.0055966
DCLK2	0.0056024
C2orf88	0.0056092
KLHL5	0.005643
TNFRSF18	0.005648
WDR19	0.0056481
HSPA12B	0.0056637
IL10RB	0.0056725
NR4A2	0.0057726
SLF1	0.0057852
CSNK1E	0.0057883
PDLIM4	0.0057954
GGT7	0.0058084
MBNL1	0.0058181
CDR2L	0.0058551
CLEC4G	0.0058574
EXTL1	0.005867
C8orf82	0.0058938
PCBP1	0.0059156
DNMT3A	0.0059464
CPNE7	0.005948
ZSCAN2	0.0059597
SUPT3H	0.0059704
PCDH12	0.0059829
CSF3	0.0059937
GPR33	0.0060244
PTPRH	0.0060411
TPK1	0.0060423
ABHD13	0.0060586
ARRB2	0.0060817
ARHGDIA	0.0060872
BEST1	0.0060939
ESYT2	0.0061087
SOCS1	0.00615
PCDH15	0.0061673
L3MBTL4	0.00617
LCE1F	0.0061755
ETFRF1	0.0061909
LIG4	0.0061945
VWA5A	0.0062274
MFSD3	0.0062293
KLF13	0.0062438
GTF2F1	0.0062591
AZGP1	0.0062619
SLAMF7	0.0062743
KIF1C	0.0062872
OMP	0.006307
NCOR1	0.0063092
SCLY	0.0063407
CSF2	0.0063552
LRRC24	0.0063667
ZNF335	0.0063705
EEF1A2	0.0063735
HS2ST1	0.0063991
BARHL1	0.0064359
IPP	0.0064517
SAMD7	0.0064664
ACSL6	0.0064737
KCTD6	0.0065303
ORAI3	0.006534
TBRG4	0.0065558
FAM83G	0.0065912
SPON1	0.0066242
ARHGAP1	0.006634
SMIM8	0.006679
ACTN1	0.0066998
TAC3	0.0067022
C1orf141	0.0067081
HACE1	0.0067182
MUC12	0.0067303
CDC7	0.0067563
CYTH4	0.0067869
IL1RL2	0.0067927
SELENOF	0.0068001
HEMGN	0.0068103
CD101	0.0068211
CLEC4M	0.0068221
KIAA1549	0.0068248
VCAM1	0.0068348
TRMO	0.0068423
FTH1	0.0068609
NOTCH1	0.006869
TOP2A	0.0068852
GOLGA7	0.0069142
CEACAM8	0.0069388
TBX18	0.0069458
ARHGAP39	0.0069593
CFAP36	0.0069822
FAM107A	0.0069828
SARM1	0.0069953
EPHX4	0.007003
TIMP4	0.0070107
DHX36	0.0070309
BRSK1	0.0070531
MPP2	0.0070654
RBPMS	0.0070699
SLC22A4	0.0070729
CCDC88A	0.007081
FIZ1	0.0071056
SIRT1	0.0071566
PREX1	0.0071583
SIDT2	0.0071726
LCE3A	0.0071728
SECISBP2L	0.0071759
ZFP1	0.0071791
FIGNL1	0.0071816
NOA1	0.0071876
TMEM100	0.0071924
RAB44	0.0072055
LRRC14	0.0072201
MMP14	0.0072506
KLF7	0.0072596
GALC	0.0072965
GPBP1L1	0.0073694
C7orf43	0.0073832
IL3	0.0074071
PSMC5	0.0074096
CCDC172	0.007417
LCE1E	0.0074299
GABARAPL1	0.0074363
ILDR2	0.0074365
NUDT6	0.0074534
PCSK7	0.007476
CATSPER4	0.0074825
TCIM	0.0074938
MC1R	0.0074947
ACAP3	0.0074975
PAFAH1B2	0.0075167
CXCL16	0.0075188
CEBPG	0.0075198
SLCO1A2	0.0075216
SLC46A1	0.0075381
DEUP1	0.0075487
ACOX1	0.0075489
RARA	0.0075568
P2RX1	0.0075691
SERPINE1	0.0075768
TMEM38A	0.0075934
ZNF778	0.0075995
C2orf42	0.0076077
MUC16	0.0076222
PVR	0.0076406
DCST1	0.0076826
NEPRO	0.0077154
INO80	0.0077256
DDC	0.0077297
ASPRV1	0.0077495
FYTTD1	0.0077538
MICU2	0.0077624
ZNF730	0.0077625
PAX5	0.0077805
ZNF425	0.0077883
MED11	0.0078034
LMO7DN	0.0078137
MIIP	0.0078197
PVRIG	0.0078217
BMF	0.0078246
PRMT6	0.0078509
MICAL3	0.0078693
ANKRD11	0.0078725
EEF1AKMT2	0.0078869
CIART	0.0078925
LENEP	0.0078995
VEGFB	0.0079256
HSPD1	0.0079266
CHMP1A	0.0079329
FAM193A	0.0079431
DNAJC2	0.0080019
GGTLC1	0.0080112
SNRPG	0.0080131
PRDX3	0.0080175
EBPL	0.008024
C1QTNF9	0.0080262
RRAS2	0.008033
IL7R	0.0080489
DELE1	0.0080515
IL17C	0.0080646
ZNF579	0.0080693
BEND4	0.0080698
MEGF9	0.0080798
STAT3	0.008086
CACNB1	0.0081094
SPATA33	0.0081807
MS4A7	0.0082167
THRA	0.00822
FBXO45	0.0082251
PCTP	0.0082671
CRYBG1	0.0082681
KIAA0825	0.0082823
ASCC2	0.0083056
SLC15A3	0.0083116
C14orf39	0.0083124
OTOP3	0.0083189
C1orf54	0.0083277
ELMO2	0.0083497
PDZK1IP1	0.008365
STMND1	0.0083829
OCLM	0.0083868
FAM49B	0.0083938
MTHFD2	0.0084184
MYNN	0.0084336
SLC10A7	0.0084637
GDPD1	0.0084638
THSD7B	0.0085129
ZMYND15	0.0085582
SLC27A6	0.0085832
CIITA	0.0085974
GATB	0.0086004
PSMC2	0.0086127
SUPT4H1	0.0086543
STAG3	0.0086719
SRRM3	0.0086755
BEAN1	0.0087304
TLR1	0.008731
WRB	0.0087354
SSRP1	0.008739
LY9	0.008745
DECR2	0.008751
AACS	0.0087568
ISOC1	0.0087624
APOBEC3A	0.0087872
C10orf120	0.0088087
CAPSL	0.0088157
GLIS3	0.0088373
ROBO2	0.00885
TMEM108	0.008874
TCL1B	0.0088787
SPG7	0.0088815
OR10G8	0.008895
PSPN	0.0089148
ODR4	0.0089193
MCM2	0.0089545
INHBC	0.0089739
UBE2K	0.0089746
HELZ	0.008987
ALOX15	0.0089938
SLC35G2	0.0090329
RUNX2	0.009037
RPL5	0.0090459
UGT3A1	0.0090599
DCST2	0.0090692
SBK1	0.0090699
DNAL4	0.0090727
NPHP3-ACAD11	0.009109
IL1R1	0.0091182
SLC22A31	0.0091266
PPP1R16A	0.0091279
APH1A	0.0091752
ARL5A	0.0091787
CWC22	0.0091963
GPR182	0.0092175
LHPP	0.009218
LAMTOR4	0.0092409
ERMP1	0.0092596
RSPO1	0.0092756
ELF1	0.0092828
LHCGR	0.0093492
ALYREF	0.0093657
RNF168	0.0093827
PRPF18	0.0093863
TMEM14A	0.0093885
VPS13B	0.0094145
SEBOX	0.0094313
CBX6	0.0094713
CSNK1D	0.0094819
KIAA2013	0.0094888
WDR78	0.0094901
DYNLRB2	0.0095057
CEACAM18	0.0095391
SH2D6	0.0095396
SCNN1D	0.0095457
DSN1	0.0095531
NDUFA10	0.0095598
CDK8	0.0095652
COX6B2	0.0096121
POLR2B	0.0096208
FAM206A	0.0096453
ZC2HC1A	0.009647
IGFBP4	0.0096502
FOXH1	0.0096843
PUSL1	0.0096908
NACAD	0.0096924
TPR	0.0097638
ZKSCAN1	0.0097951
MANBA	0.0098019
FOXC2	0.0098064
LDHD	0.0098106
INPP4B	0.00983
NUBPL	0.0098386
MTHFD2L	0.0098557
ALKBH7	0.0098608
ALS2	0.0098835
COX5B	0.0098899
C16orf89	0.0098932
RABGEF1	0.009903
PCYOX1	0.0099442
RPS6KA2	0.0099662
DEXI	0.0099875
TMED10	0.010024
C20orf197	0.010028
GOLGA8B	0.010041
KIFC2	0.010055
TMEM156	0.010058
ZBTB39	0.010078
PCYT2	0.0101
NPB	0.010101
HSPE1	0.010112
MRPS21	0.01012
FTSJ3	0.010128
RPP14	0.010154
NR1D1	0.010155
KCNS3	0.010176
SERAC1	0.010205
OR10G4	0.010211
XKR6	0.010217
ITGA7	0.01022
FADD	0.01024
ZNF786	0.010245
SMIM7	0.010245
NMS	0.010248
ANKRD18B	0.010256
CNPY4	0.010264
EXPH5	0.010268
SHPK	0.010289
ANP32E	0.010312
STIL	0.010321
FOXL1	0.010323
MLH3	0.01033
SECTM1	0.010338
CALR3	0.010348
ACACA	0.010367
NARS2	0.010375
ZNF385C	0.010381
KCNJ1	0.010436
HACD2	0.010444
ABRAXAS2	0.010452
ANAPC11	0.010454
GAB2	0.010458
GJB7	0.010471
RNF214	0.01048
ZNF532	0.010503
CNBD2	0.01052
ZBTB7B	0.010525
SIGLEC6	0.010525
NR3C1	0.010529
SLC5A10	0.010543
EED	0.010544
PLOD1	0.010557
SLC25A20	0.010559
MBLAC1	0.010579
VTN	0.010583
KMT5C	0.010603
C6orf163	0.010615
CD209	0.010616
MRPL52	0.010625
GAL3ST4	0.010629
OR10G9	0.010632
RTN4RL2	0.010633
ARHGAP33	0.01064
HEATR5A	0.010642
SMCO4	0.010648
REM2	0.010671
NGRN	0.010689
ATP5F1C	0.010694
SLC13A2	0.010695
SLC15A2	0.010698
TAS1R3	0.010706
ACYP1	0.010712
FOXD4L1	0.010765
KRT26	0.010797
NAGPA	0.010799
KCNJ4	0.010816
CCDC171	0.010851
LMO7	0.01086
FAM71E2	0.010863
RASSF10	0.01088
POGK	0.010905
CD86	0.010935
PBX1	0.010946
CA14	0.010952
PYROXD1	0.010966
NABP2	0.010976
PHF20	0.010987
FAM110C	0.01102
NOP53	0.01104
MYH15	0.011052
DDAH1	0.011065
GRHL2	0.011065
GPC2	0.011083
BMP2	0.01112
NPFFR2	0.011128
RUBCN	0.011133
ZBTB20	0.011183
SLC25A17	0.011197
ADD1	0.011276
PIP5K1C	0.011276
FBXW10	0.011316
ABCG1	0.011321
TMSB10	0.01133
RHBDD2	0.011355
OTOP2	0.011357
TRAPPC5	0.011361
SRSF3	0.011374
PTGER4	0.011375
MTMR2	0.01139
SGK1	0.011393
ARL14	0.011414
LCE1C	0.011443
KLF17	0.011517
PLIN3	0.011521
NEK9	0.011534
EIF2B2	0.011546
SLC35E2B	0.011608
ZNF211	0.011623
KCTD17	0.01165
LRMP	0.011669
AP5S1	0.011675
RALGPS1	0.011717
GCGR	0.011732
TBCB	0.011757
RNASEH2B	0.01177
AMBRA1	0.011782
YPEL2	0.011806
BDH2	0.011811
ODF3L1	0.011822
DVL1	0.011838
SORL1	0.011847
VWA3B	0.011868
SPDYE3	0.011933
ACTR1B	0.011941
ZNF334	0.011945
TMEM63C	0.011976
TVP23B	0.011994
ZNF773	0.012018
LYRM9	0.012032
RBM43	0.012066
TERB1	0.012074
FAM3D	0.012076
ADGRF5	0.012077
MXRA8	0.012079
GPR183	0.012084
ZDHHC17	0.012101
GDF7	0.012117
GPR39	0.012118
UMODL1	0.012125
ELOVL2	0.012133
CTNNAL1	0.012154
MUC17	0.012159
SYT16	0.012177
EFR3B	0.012193
BTBD16	0.012202
OCSTAMP	0.012267
LIF	0.012275
CRMP1	0.012281
SLC11A2	0.012282
STARD13	0.012303
MCHR1	0.012319
C6orf99	0.012345
XCR1	0.012415
ZNF286B	0.012417
ZNF398	0.012425
PSG3	0.012501
NCF4	0.012502
EHD2	0.012533
SLC2A13	0.012546
S100A7L2	0.012584
AP4M1	0.012603
S100A7A	0.012649
G6PC3	0.01268
SPATA5	0.012717
NCOA6	0.012722
CYP2R1	0.012753
FBXL13	0.01276
ACTRT3	0.012798
BLOC1S3	0.012799
SVOPL	0.012802
FGF9	0.012806
MVP	0.012814
RPP25L	0.01282
ICA1L	0.012853
EDEM3	0.012866
ZNF416	0.012866
RAPGEF4	0.012874
ITGB3BP	0.012888
DKK2	0.012901
ERVW-1	0.012923
PTGS2	0.012926
PPFIA1	0.01293
MED26	0.012935
EFCAB7	0.012959
HTATIP2	0.012986
ZNF138	0.013017
CEACAM19	0.013029
S100A8	0.013052
COPS6	0.013093
RTP3	0.013111
TRIM16L	0.013114
KDELR3	0.013121
EREG	0.013219
SLTM	0.013228
ATP2A3	0.01323
AP1S1	0.013267
RCBTB2	0.013271
ZNF524	0.013277
CSF2RB	0.013283
MISP	0.013311
TMEM109	0.013317
FGF4	0.013328
USP46	0.01337
INTS11	0.013385
NUDT22	0.013388
ILDR1	0.013414
MMP2	0.013437
BZW1	0.013457
PTAR1	0.013474
CPTP	0.013484
PSG8	0.013493
SOGA1	0.013536
ARIH2OS	0.013538
SLC30A10	0.013571
ZNF708	0.013571
ZC2HC1C	0.013575
FAM172A	0.013624
PRSS57	0.013637
SIX6	0.013651
TAF6	0.01367
MSI1	0.013694
ASNS	0.013697
KIAA1841	0.013753
OR51V1	0.013763
SMTNL2	0.013784
PPP1R14C	0.013786
EXD2	0.013803
POU5F2	0.013814
RSL1D1	0.013818
SELENOW	0.013827
TM4SF5	0.013845
POMT2	0.013857
SLC35C2	0.01387
RAPGEF6	0.013886
ESPNL	0.013902
INPP5A	0.013941
SPRR2F	0.013956
BBS9	0.013993
CSPG4	0.013996
FLAD1	0.014015
TMEM132A	0.014019
GABRG1	0.014024
LCE1D	0.014032
MARCKSL1	0.014034
MBD3L1	0.014065
SMCO1	0.014092
SLFNL1	0.014101
MS4A15	0.014113
TDRD6	0.014166
IGSF23	0.014168
ITGB4	0.014195
PRPSAP2	0.014205
LCE3B	0.014255
LRRC18	0.014269
OR2AP1	0.01427
C2orf40	0.014287
KCNJ5	0.014329
MYO1C	0.014359
SPX	0.014381
PRSS3	0.014384
C1orf189	0.014391
SMAD5	0.014417
HDAC2	0.014425
COLEC11	0.014445
SETD1A	0.014453
DNAJC27	0.014477
MRGPRX2	0.014525
DNAJC13	0.014531
LPAR6	0.014532
MXD1	0.014533
GEMIN7	0.014564
GATAD1	0.014594
TM2D1	0.014605
ZNF618	0.014613
ZSCAN21	0.01463
CD70	0.01466
STK38	0.014668
FLVCR2	0.014736
CLEC16A	0.014752
SERINC3	0.014769
PEPD	0.014774
TNP1	0.014782
SLAMF1	0.014808
DNAJC12	0.014887
ELAVL3	0.014887
NME4	0.014892
CDH23	0.014924
STIM1	0.014939
C19orf66	0.014978
CLPP	0.014995
SNRNP27	0.015005
ANGPTL2	0.015028
ATP10B	0.015078
CYHR1	0.015088
TBCC	0.015141
DNAJC4	0.015154
HINFP	0.015182
PCNX1	0.015197
PYHIN1	0.015203
NKPD1	0.015207
EBLN1	0.015243
BMPR2	0.015244
DDX42	0.015253
GRB10	0.015291
RDH16	0.0153
THNSL1	0.015315
GPR65	0.015374
TPRG1L	0.015387
CES4A	0.015396
OSBPL7	0.015397
NUDCD3	0.015407
LCE1B	0.015466
FNDC1	0.015506
RGS1	0.01551
CSTA	0.015512
NFXL1	0.015544
CAPN11	0.015545
MCEMP1	0.015568
CAMKK1	0.015569
SIRT7	0.015585
COQ10B	0.015611
NF2	0.015642
RDH5	0.015686
CTTN	0.015722
MARCH3	0.015837
IQCB1	0.015846
CDK10	0.015902
TTF2	0.015904
ANKIB1	0.015947
CDC42SE2	0.015959
OTOS	0.01597
ZNF282	0.015989
CYYR1	0.016001
ZNF804A	0.01605
CITED4	0.016058
CENPC	0.016064
SPTSSB	0.016075
KYNU	0.016077
CKAP4	0.016112
MTIF2	0.016135
ELP1	0.016138
ZMYM4	0.016154
DNAJB6	0.016191
DNAJB2	0.016194
ST13	0.016205
ADAM12	0.016255
ARIH2	0.016263
CD63	0.016269
GABRA2	0.016285
MCTP1	0.016332
ZNF865	0.016349
CKLF-CMTM1	0.016381
METTL7B	0.016396
BOLA2B	0.016406
SEMA3A	0.016424
OR2V2	0.016444
MTHFSD	0.016449
FGF3	0.016468
AZU1	0.016487
DLGAP5	0.016525
CALCA	0.016543
ANAPC16	0.016584
LARS	0.016621
CTNS	0.016651
AMIGO2	0.016679
SPRR2G	0.016724
ZNF281	0.016763
TCF25	0.016799
TAX1BP3	0.016824
CBLC	0.016824
PCDHGB2	0.016845
KCMF1	0.016867
TMTC2	0.016879
C11orf65	0.01692
PXK	0.016957
KIT	0.016976
IFNE	0.016999
TNFAIP1	0.017
PKHD1	0.017005
ELOC	0.01701
MEIKIN	0.017027
SMIM14	0.017038
SIK3	0.01707
TBC1D29	0.01708
MPLKIP	0.017091
UQCR10	0.017118
VGF	0.017123
NASP	0.017136
TRAM1	0.017173
ELOVL6	0.017178
ZNF473	0.017217
SIRPB1	0.017257
RB1	0.017266
CMTM4	0.017286
SLC16A3	0.017316
RAB11FIP3	0.017322
CD200	0.017326
PTPRF	0.017357
GYS2	0.017365
DCK	0.017375
MMP19	0.01738
RPLP1	0.0174
USH1G	0.017431
SLCO2A1	0.017521
USP20	0.017542
DNAJB7	0.017567
FAM209B	0.017573
CAND2	0.017575
DNAJC14	0.017622
VPS28	0.017645
CCL4	0.017672
MYL2	0.017676
NRXN1	0.017682
PCDH1	0.017685
PRKAR2A	0.017702
NMD3	0.017762
MARVELD3	0.017763
KIF2B	0.017768
RNF6	0.017791
CFAP74	0.017829
FNIP1	0.017862
SLC39A5	0.017879
MED16	0.017916
MB21D2	0.01792
RAVER2	0.017932
NPC1L1	0.017937
PTPRN	0.017946
EIF3B	0.017953
OR1A2	0.017971
TMEM8A	0.017994
ARNTL	0.017995
CA6	0.017998
SEC14L5	0.018057
ZNF175	0.018119
HTR5A	0.018129
FCRL5	0.01813
ZNF3	0.018159
SLC22A5	0.018177
ATM	0.018178
ELANE	0.018186
ZDHHC13	0.018202
ZNF709	0.018215
NPEPPS	0.01827
ZDHHC22	0.01828
CCDC85A	0.018318
NFKB1	0.018349
FAM83A	0.018373
XPO1	0.018385
MSRA	0.018386
OR1A1	0.018386
B4GALT7	0.018391
GOSR1	0.018392
TPRX1	0.018412
RASSF3	0.018433
LRCH3	0.018526
CREG1	0.018561
ZNF684	0.018576
GDF11	0.018598
FAM32A	0.018611
ITPKB	0.01863
KIAA1024	0.018631
PPL	0.018656
CCDC90B	0.018697
RESP18	0.018698
NFE4	0.018719
REST	0.018737
TEX35	0.018776
TNFRSF10B	0.01878
SLC43A1	0.018784
SPRR2E	0.018808
CCDC17	0.01886
GRHPR	0.018903
SBK3	0.01891
ITGAE	0.018949
GAS6	0.018975
MRPL21	0.018998
WRAP73	0.019073
SEPT2	0.019078
LCE1A	0.019117
GIPC2	0.019145
ATP6V1G3	0.019165
FAM162A	0.019173
BLOC1S1	0.019189
TRAPPC6A	0.019218
PRPF3	0.019232
C17orf112	0.019277
IGHMBP2	0.019323
SLC26A5	0.01935
PLCG2	0.019376
FCHSD1	0.019392
BICRA	0.019401
RIOK3	0.019412
MRI1	0.019427
RIPOR2	0.019429
ZNF550	0.019458
TMPRSS2	0.019476
NUTM2A	0.01949
CIB1	0.01951
NEK2	0.019529
FKBP8	0.019576
IGFBP7	0.019627
TMEM70	0.019641
IFIT2	0.019743
PCDHGA7	0.019781
SPINK2	0.019794
NETO1	0.019802
ALG1	0.019812
SLAIN1	0.019823
C1orf53	0.019829
SLC13A3	0.019853
COPS9	0.019856
LRRC71	0.019865
LSM11	0.019871
SLC28A1	0.019889
LPP	0.019909
RNF19A	0.019918
ZNF558	0.020032
NKX2-5	0.020068
HDLBP	0.020081
ATRX	0.020111
PLEKHM1	0.020116
TMED9	0.020125
TIRAP	0.020142
STRA8	0.020228
LSM12	0.020243
RBM39	0.020276
PPP1R37	0.020283
UBAC2	0.020317
SIX2	0.020323
NUP88	0.02033
FFAR4	0.020363
CCL3	0.020415
FMNL2	0.020435
SNX8	0.020436
CYBA	0.020444
ARAP3	0.020497
RNF145	0.020502
WDR1	0.020548
ERI3	0.02055
GRAMD2B	0.020564
PRPS1L1	0.020574
PIGL	0.020696
DUSP16	0.020709
WDR60	0.020712
C16orf92	0.020713
PCDHGA6	0.020759
PCDHGB3	0.020759
SLC35F4	0.020778
TTC33	0.020782
MAFG	0.020782
SIAH1	0.020788
DIAPH1	0.020794
ARHGAP32	0.020794
GNL2	0.020806
GPR18	0.02082
ARL5C	0.020884
TRPT1	0.020915
DDX17	0.021005
HIGD1C	0.021009
AKAP13	0.021009
C9orf84	0.021013
FGFRL1	0.021015
CTPS1	0.021017
ZMAT5	0.021031
P4HTM	0.021088
CCDC151	0.021094
CLEC1A	0.021108
PRTN3	0.021121
ISM1	0.021165
CCDC47	0.021166
CLHC1	0.021198
TIMMDC1	0.021198
ZNF530	0.021223
PNLIPRP3	0.02123
GNG10	0.021351
KLHDC8B	0.021359
TTPAL	0.021366
KDELC2	0.02143
ZC3H3	0.021469
FAM227B	0.021484
TOP3A	0.021485
PCDHGA3	0.021525
PLPPR3	0.021544
GCNT7	0.02162
WDR6	0.021634
HBB	0.021673
RECQL	0.021711
TVP23A	0.021723
SPATA13	0.021815
QARS	0.021825
P2RY13	0.021841
TBC1D28	0.021852
WDR5B	0.021854
IDO2	0.021856
TONSL	0.021882
VAMP3	0.021914
STX7	0.021925
OSBPL8	0.021927
NFYC	0.021933
ZNF564	0.021942
CMTM1	0.021948
NR2F1	0.021953
MKL1	0.021954
CCDC71	0.022059
TRPC4AP	0.022061
CCDC58	0.022119
CDC5L	0.022123
CNTN4	0.022172
RNF43	0.022194
HDAC5	0.022212
KIF14	0.022214
LYRM7	0.022219
NID1	0.022252
LRRC17	0.022254
MDM4	0.022325
TEX22	0.02236
ATRN	0.022365
PROCR	0.022385
NPPB	0.022444
RNF217	0.022457
EIF2D	0.022459
MRGPRD	0.022501
TERF2	0.022507
PER3	0.022528
ORMDL2	0.022528
PCDHGA8	0.022532
TMEM245	0.022597
INKA2	0.02265
SBK2	0.022661
ZNF784	0.022669
PIK3R2	0.022679
C4BPB	0.022724
PAFAH2	0.02277
PTBP1	0.022771
PCDHGC5	0.0228
MINDY2	0.022873
C19orf53	0.022884
ZNF296	0.022889
EPB41L4B	0.022916
PCDHGA4	0.022936
KDM4A	0.022953
EGLN3	0.022991
CKS1B	0.023034
RPL32	0.02305
APOBEC3B	0.023061
CABP7	0.023069
OSR2	0.023165
USP19	0.023209
VEPH1	0.023218
UQCRH	0.02327
CD3G	0.023285
B4GALT5	0.023285
HBD	0.023303
PLA2R1	0.023304
PHLPP2	0.023305
MIEF2	0.023361
DCDC2B	0.023411
SLX1B	0.023437
KCNIP1	0.023464
PYCR1	0.02348
PPA1	0.023491
TOMM20L	0.023611
IQCC	0.023617
SHLD2	0.023636
PCDHGA12	0.023646
TUBA4A	0.023666
ANGPT1	0.023677
STK16	0.02378
TCL1A	0.023795
EYA1	0.023893
DUSP15	0.023895
TRIM7	0.023935
CPEB2	0.023944
POLR2I	0.023958
ZNF653	0.024082
BICRAL	0.024104
SMCR8	0.024117
CCDC28B	0.024202
RETN	0.024221
HMGB4	0.024274
FAM24B	0.02429
NOSTRIN	0.02434
SLC39A4	0.024348
HUNK	0.024349
CHN1	0.024404
ROMO1	0.024426
GMNC	0.024449
OVOL3	0.024461
PCDHGC4	0.024522
CUZD1	0.024531
SLC46A3	0.024539
FGF13	0.024541
IL6ST	0.024605
CMTM2	0.024615
GTPBP8	0.024627
USF3	0.024638
DALRD3	0.024658
PALM	0.024682
LIN37	0.024683
FNBP1L	0.024695
B3GAT2	0.024734
KRT27	0.024736
C8orf76	0.024738
NPAT	0.024747
PDE4C	0.024747
PROSER3	0.024776
OLIG1	0.024777
RAMP1	0.024816
BUB1B	0.024826
C7orf31	0.02483
PSMD11	0.024845
RNF34	0.024847
SLITRK6	0.024865
HS1BP3	0.024866
TXLNA	0.024934
MTMR12	0.024942
TBPL1	0.024952
OR6C4	0.024967
CASP3	0.024986
GLB1L	0.025009
USP43	0.025019
SLC16A5	0.025025
STARD4	0.025071
NXPH4	0.025112
UGT2B15	0.025123
DLEU7	0.025125
LOR	0.025163
LRRC38	0.025167
C2CD2L	0.025174
RAMP3	0.025231
PCDHGB1	0.025251
CCL18	0.025276
ENKUR	0.025364
ACSL1	0.025384
DYNC1LI1	0.025386
BRDT	0.025389
LACTB2	0.025421
CACNG1	0.025443
SCHIP1	0.025447
ZNF90	0.025458
LRCH1	0.02546
SARNP	0.025496
AVPR1A	0.025591
PCDHGA1	0.025596
ZIK1	0.025616
MAPKAPK2	0.025623
CIP2A	0.025627
FAM196B	0.025665
PCDHGB6	0.025697
ERAP2	0.025698
EMC6	0.025723
PCDHGC3	0.025736
RPS3A	0.025833
PCIF1	0.025838
FASTKD2	0.025884
USP29	0.025908
TMEM52B	0.025916
NEUROG3	0.025963
EGFR	0.025968
ZDHHC14	0.025975
CD244	0.025976
HMBS	0.025981
PSMD12	0.025992
RAB24	0.026041
BRI3BP	0.026085
PCDHGA2	0.026115
DDRGK1	0.026116
SHMT1	0.026118
ABCA4	0.026162
IL36G	0.026177
RIOK1	0.026184
DNAJC25	0.026203
DDIT4	0.026242
TAC1	0.026245
HSPB6	0.026257
LYRM2	0.026264
IQCJ-SCHIP1	0.026268
PCDHGA10	0.026268
IMPDH2	0.026279
ZNF549	0.026322
PLAC8L1	0.026337
CD3D	0.026338
RNFT2	0.026341
DERA	0.026361
ARHGAP26	0.026369
TTC23L	0.026373
ACER1	0.026405
NIPSNAP1	0.026419
CEP55	0.026422
VRK3	0.026433
ARL11	0.026451
ZBBX	0.026472
COQ5	0.026482
MYADML2	0.026513
ZNF781	0.026525
PCDHGA9	0.026535
CXCR6	0.026562
VPS11	0.026592
RP9	0.026602
HOXA13	0.026656
WDR12	0.026703
DNAJC25-GNG10	0.026721
NDUFAF3	0.026787
CCNJL	0.026813
TEX38	0.02682
RFLNB	0.026835
EFCAB12	0.02687
KRT28	0.026896
ALDH5A1	0.027009
QRICH1	0.02702
SLC7A10	0.027049
ATG9A	0.027068
NPHS1	0.027078
MKS1	0.027093
FAM209A	0.0271
MGAT4A	0.027134
ZNF292	0.027147
DTX3L	0.027231
B3GALNT1	0.027271
LCA5L	0.027292
TNFRSF9	0.027293
OR1E2	0.027294
LCE6A	0.027295
S100A12	0.027354
FOXS1	0.027405
