GENE	UC
KLC1	0.00768
CLDND1	0.0077068
SIPA1L2	0.0077145
FLVCR2	0.0077249
ARHGAP30	0.0077257
GPR15	0.0077393
MRPS21	0.0077829
ATG16L2	0.0077836
TBCD	0.0078046
NRBP1	0.0078157
GRK4	0.0078365
TM9SF2	0.0078662
EPM2AIP1	0.0078703
AMDHD2	0.0078708
RHEB	0.0078828
SLC48A1	0.0079214
ZBTB16	0.0079352
RPL28	0.0079845
ZHX2	0.0080051
DUSP10	0.0080131
TMEM41B	0.0080147
ZNF513	0.0080171
NOL12	0.0080177
MMP9	0.0080549
LY75	0.008056
UQCR11	0.0080594
MYRF	0.0080737
NUP133	0.0080808
NAA30	0.0081175
CDKN2D	0.0081273
CCDC74A	0.008131
ALS2CL	0.0081488
C9orf116	0.008169
CRK	0.008197
POC5	0.0082117
CHD2	0.0082323
TNFRSF11B	0.0082521
GTF3C2	0.0082578
PNPT1	0.0082838
GIT1	0.0083012
ERN2	0.0083039
DOCK2	0.0083167
DOCK10	0.0083282
KIAA1644	0.0083332
ACOT7	0.0083477
ORC4	0.0083588
ELANE	0.0083626
MLH1	0.0083754
DAD1	0.0083793
UTS2B	0.0084335
CEPT1	0.0084364
USP35	0.0085023
COQ5	0.0085246
ZNF346	0.0086161
WIZ	0.0086358
ZSWIM6	0.0086423
PLK3	0.0086454
PAFAH1B2	0.0086862
YKT6	0.0086865
STYX	0.0086874
TXNL4B	0.0086879
HIVEP2	0.0086956
IL10RA	0.0087149
VPS4A	0.0087197
NIPSNAP1	0.0087479
NME2	0.0087524
KRTCAP3	0.0087542
RBM17	0.0087567
BEST4	0.0087638
TYK2	0.0087753
RMRP	0.0087945
KIAA0430	0.0088388
ADM5	0.0088782
SACM1L	0.0088905
METTL12	0.0088947
ST20	0.0089075
UTP20	0.0089136
EBF1	0.0089292
C7orf26	0.0089393
C17orf67	0.0089531
CADM4	0.0089619
IPPK	0.0089633
MYO10	0.0089776
ZNF281	0.0089996
TP53I13	0.0090066
CABP1	0.009009
SLC27A3	0.0090398
ARHGEF5	0.0090456
POLD1	0.0090608
HP	0.0091002
JAG1	0.009112
HSPB2	0.0091397
NAALAD2	0.0091469
NFYB	0.009229
RAB6A	0.0092831
ZC3H13	0.0092971
ANP32E	0.0092987
TMEM192	0.0093275
TUFT1	0.009366
FN1	0.0093706
SAMD3	0.0094201
CDX1	0.0094221
ARID5B	0.00943
KRI1	0.0094576
CBX3	0.009472
ZFHX2	0.0094812
TMEM102	0.0095305
SESTD1	0.0095378
PTPDC1	0.0095522
TMEM37	0.0095643
ELL2	0.0095964
ATXN7L3B	0.0096233
CD1E	0.0096393
HAUS8	0.0096579
DIRAS3	0.0096613
FCAR	0.0096969
FAM160A2	0.0096987
SH3BGRL3	0.0097114
NME1-NME2	0.0097222
RNF10	0.0097611
RPS21	0.0097951
PSME3	0.0098161
ANKRD54	0.0098446
SIDT2	0.0098719
MRPS11	0.0098808
USP18	0.0098976
NXN	0.0099172
TMED5	0.0099295
LRRFIP2	0.0099431
AGO2	0.0099646
ARID5A	0.010003
TCTEX1D2	0.010004
CHST11	0.010012
FDXACB1	0.010016
CCDC18	0.010049
USF1	0.010055
CAST	0.010083
EIF2B3	0.010092
ANKRD13B	0.010106
PDCD6IP	0.010122
NASP	0.010126
MOB2	0.010144
ZNF628	0.010196
IRF3	0.0102
ERGIC1	0.010206
IRF2BP2	0.010211
CALN1	0.010222
ZMYND15	0.010247
HNRNPA2B1	0.010267
RBPJ	0.010279
ITGAV	0.01028
ZNF184	0.010341
RECQL5	0.010343
CNNM1	0.010362
TAGLN	0.010414
ANK2	0.010449
KCNH6	0.010465
TTC9C	0.010483
ZNF76	0.010489
RETSAT	0.010516
KCTD21	0.010533
C19orf43	0.010536
PTBP3	0.010564
POLR3C	0.010602
ISPD	0.010602
CHRNE	0.010625
RPAP2	0.010735
CCNY	0.010755
MEF2C	0.010758
ANKDD1B	0.010766
CD1C	0.010791
FGFBP3	0.010791
SHOC2	0.010799
PIK3C2A	0.010809
CPT1C	0.010858
TOX	0.010877
RAB25	0.010891
SMEK2	0.010893
TPR	0.01091
CXCL16	0.010926
ERMP1	0.010968
DENND1B	0.010988
EXOG	0.011026
COLGALT2	0.011035
ZNF397	0.011042
TSEN54	0.011044
ABHD4	0.011075
TMEM244	0.011085
ALG9	0.011086
MED16	0.011122
CD5	0.011127
LRRC16A	0.011159
TSR1	0.011162
C14orf159	0.011218
PRR5L	0.011226
CDCA2	0.011288
TRIM29	0.011295
C17orf107	0.011347
EXOC5	0.011348
PVRL4	0.011405
FBXO9	0.011405
CHRNB1	0.011417
LGALS9	0.011487
ZNF322	0.011488
EXOC2	0.011509
MCL1	0.011517
HOXD3	0.011532
AP1M2	0.011539
A4GALT	0.011546
HCK	0.011565
C9orf43	0.011579
INTS5	0.011584
PLEKHH2	0.01164
ZNF484	0.011664
YJEFN3	0.011665
CDC40	0.011668
MYOF	0.01169
ST3GAL2	0.011715
MYO5A	0.011746
HFE	0.011754
SMAD4	0.011798
DHRS11	0.011811
PRDX3	0.011834
S100A11	0.011852
ZNF366	0.011855
DTD2	0.011878
HIST1H2BK	0.011914
FUK	0.011924
ATXN2	0.012036
GNPNAT1	0.012038
GUSB	0.012052
CASKIN2	0.012053
PNPO	0.012054
DERL3	0.0121
ATG4D	0.012103
TRIM73	0.012135
ARHGAP26	0.012138
KCTD5	0.012145
ALAD	0.012164
TMEM71	0.01219
RBM14	0.012193
SGMS2	0.012197
SLC45A3	0.012285
DEPDC5	0.012303
POLR2B	0.012356
KLHDC9	0.012389
FAM133B	0.012408
MEPCE	0.012441
DHX38	0.012484
SYNJ2BP	0.012504
BECN1	0.012543
RASAL3	0.012548
IRAK2	0.012559
SPPL3	0.012562
AAMDC	0.012568
SYT13	0.012596
LRRK2	0.012608
ZNF684	0.012655
HSPG2	0.012656
GINM1	0.012677
GPR108	0.01271
TRPC4AP	0.012735
HNRNPUL2	0.012736
UBE2O	0.012776
ANKS1A	0.012803
TRIM8	0.012846
SCUBE3	0.012851
IPMK	0.012889
CEP55	0.012889
UQCC1	0.012898
METTL3	0.012983
CBLC	0.012995
IPCEF1	0.013002
XRCC3	0.013049
FAM78B	0.013137
DHX37	0.013146
INTS3	0.013154
RHOC	0.013155
MIIP	0.013163
PPP2R5E	0.013169
C12orf43	0.013195
BBIP1	0.013214
MRPL35	0.013236
PRPSAP2	0.013243
FEN1	0.013267
NDUFA13	0.013274
PDCD11	0.013354
PCNP	0.013386
MAU2	0.013387
TIMP3	0.013414
CLYBL	0.013442
IDE	0.013449
STX19	0.013461
DHFRL1	0.013474
SENP6	0.013491
RBM4B	0.013512
MZT2A	0.013553
ETV7	0.013582
DCC	0.013585
C2CD2L	0.013624
VPS37A	0.013676
ISOC2	0.013676
CCDC66	0.013699
EXOSC6	0.013755
NPEPPS	0.013832
H2AFX	0.013837
TNRC6B	0.013855
C9orf3	0.013856
FNDC1	0.01388
SPATA7	0.013932
TMEM200A	0.014027
RNF115	0.014038
NAT14	0.014071
ZNF512	0.014074
C9orf156	0.014099
EDEM1	0.014111
SLC35C1	0.014117
ZNF521	0.01416
YWHAQ	0.014213
MPV17	0.014215
BIK	0.014246
PCSK1	0.014267
EHD3	0.014324
TLR5	0.01433
ACER3	0.014344
UBE2G1	0.014376
CPSF6	0.014389
CDK6	0.014517
RNF167	0.014525
GP1BA	0.01453
COX16	0.014543
BMP5	0.014544
C11orf52	0.014565
FBLIM1	0.014566
GLB1	0.014587
TMPPE	0.014587
PIGM	0.0146
RGMA	0.014616
GGNBP2	0.014668
KIAA1755	0.014672
CEP85	0.014688
SLC44A2	0.014732
EPB42	0.014733
CCDC59	0.014784
MYPOP	0.014786
ZFYVE21	0.014796
BAIAP2	0.014798
TCHH	0.014807
PTTG2	0.014832
CEP57L1	0.014859
ISYNA1	0.014859
PSMD9	0.014872
STOX2	0.01488
CHID1	0.014908
SCGN	0.014929
RNF130	0.014999
HBP1	0.015011
TIAL1	0.015015
LANCL1	0.015081
SHISA2	0.015115
SAMD5	0.015211
FCHO1	0.015239
AOC2	0.015274
PRKAR2B	0.015281
ZFAND1	0.015309
CRYAB	0.015394
GATC	0.015431
SEL1L	0.015444
PLA2G2A	0.015469
WNT2B	0.015471
ABCC6	0.015508
PGGT1B	0.01554
VKORC1L1	0.015583
PINLYP	0.015611
PHYKPL	0.01568
YLPM1	0.015685
EPB41L4A	0.015718
TBC1D31	0.015729
KIF14	0.015742
DCAF16	0.015751
MICALL1	0.015756
CPEB2	0.01577
SYT7	0.015775
SH2B3	0.015782
MAP3K1	0.015798
HTATIP2	0.015823
TMED6	0.015832
FN3K	0.015851
RASSF6	0.015855
COG4	0.015855
HPS3	0.015873
MAP2K2	0.015895
MTRNR2L6	0.015934
PVRL2	0.015938
DROSHA	0.015999
GABRB2	0.016006
BAZ2B	0.016056
ASNA1	0.016075
MRM1	0.016077
UBXN7	0.016114
PHF20L1	0.016133
STAM2	0.016138
DENND2D	0.016149
FBXL6	0.01616
MAST2	0.016161
CASS4	0.016248
KIAA1671	0.016254
C1orf27	0.016255
FAM3D	0.016268
SGIP1	0.016272
COQ2	0.016281
RAB3GAP2	0.016308
ERO1L	0.016309
FAM63A	0.01633
LCORL	0.016337
ECE1	0.016349
BRI3BP	0.016365
RCE1	0.016382
ELL	0.016438
KIF26A	0.016468
OCEL1	0.016471
ANKRD50	0.016494
HYAL2	0.016513
GREB1	0.016515
ZNF69	0.016535
ARRDC2	0.016566
PIGN	0.016618
C11orf84	0.016636
BAIAP2L1	0.016672
SPATA2	0.016691
EIF3L	0.016717
USP8	0.016722
GPBP1	0.016729
OS9	0.016743
MAGEF1	0.016758
FXYD1	0.01676
SEP15	0.016782
IBTK	0.016882
TMEM238	0.016888
PRR15L	0.01691
SALL2	0.016944
C5orf63	0.016992
CDC42	0.017052
HS6ST1	0.017055
GJB2	0.017059
IMPG2	0.017064
KLRB1	0.017064
HOXD8	0.017125
ITGAM	0.017141
NDNL2	0.017215
PSD4	0.017278
DCAF7	0.017317
RASSF1	0.017337
KCTD9	0.017343
CKAP2L	0.017352
IMMT	0.017366
BAG3	0.01739
LRRC6	0.017392
ARHGEF12	0.017404
IL12RB1	0.017411
PRUNE	0.017461
KCNE3	0.017467
ACE	0.017496
METTL25	0.017522
NIP7	0.017561
SPTBN2	0.017591
GNA13	0.017633
PIGW	0.017692
TRIP10	0.017751
CDKAL1	0.01777
MYO19	0.017774
COG8	0.01778
VPS13D	0.017803
NOA1	0.017814
CYP4V2	0.017816
VPREB3	0.017816
OVOL1	0.017879
MXI1	0.0179
SYT12	0.017952
PUM2	0.018002
RAD51B	0.018024
HLX	0.01804
SMIM5	0.018062
TMEM144	0.018086
PLCL1	0.018126
SGSM2	0.018129
APOPT1	0.018134
GCSAM	0.018149
MTRNR2L1	0.018159
CLTCL1	0.018163
MAN1A1	0.018169
YWHAE	0.018183
ATP8B4	0.018192
AOC3	0.018265
TBKBP1	0.018297
CHST8	0.0183
MARC1	0.018346
PGAP2	0.018376
GLMN	0.018384
SBNO2	0.018404
MAL2	0.018432
TRIAP1	0.018438
CCS	0.018575
FAM184A	0.018618
MFSD10	0.018619
LRFN4	0.018636
CCDC82	0.018658
MAN1C1	0.018706
TMEM136	0.018768
UBXN11	0.018785
WBSCR16	0.018785
SETD9	0.018804
FAM184B	0.018853
FSCN2	0.018893
CD160	0.018923
C2orf69	0.018949
XYLT1	0.018978
LNPEP	0.018983
ARL13B	0.018989
OASL	0.019091
CMAS	0.019121
C19orf68	0.019122
FAM46A	0.019126
UBQLN4	0.019177
UCN	0.019222
SRSF9	0.019233
FHL2	0.019234
PON2	0.019255
FAM208A	0.019286
CISD1	0.01931
SAP30BP	0.019337
TAOK1	0.019396
COX6A1	0.019402
GNRH1	0.019406
INPPL1	0.019422
DPY19L1	0.01943
CSTF1	0.01945
SLC16A4	0.01946
TMEM115	0.019484
LAMTOR2	0.019503
TAF5	0.019511
ITGB1	0.019542
APOA1	0.019579
RGS12	0.019638
ACTA1	0.019684
DDC	0.019718
PAQR4	0.019726
DAB2	0.019738
COX7A2	0.019738
MLF1	0.019775
PHLPP1	0.019802
CLIP2	0.019856
COMMD1	0.019858
AKAP13	0.019878
NTRK1	0.019884
CD302	0.019917
SLC45A1	0.019929
TNS3	0.01995
TACO1	0.019962
IL7R	0.020039
LAPTM5	0.020064
MYOZ3	0.020107
PPP4C	0.020156
SLC20A2	0.020184
NEIL2	0.020187
MTHFS	0.020195
WLS	0.020224
ASGR2	0.020291
KIF12	0.020296
FAM124A	0.020316
IRF2BP1	0.020317
RIF1	0.020362
AZI1	0.020378
HIST1H2BJ	0.020387
FN3KRP	0.020396
STK33	0.020427
PVR	0.020443
TLR3	0.020456
BCL6	0.020472
PSMG2	0.020485
MRPL24	0.020507
ZNF853	0.020523
ADRA2B	0.020535
PPP6R1	0.020586
ZNF536	0.020647
MTF2	0.020716
RPE	0.020727
CMTM6	0.020749
ZNF880	0.020839
NT5C2	0.020907
EPS15L1	0.020937
C15orf27	0.020956
RNF217	0.020964
SNTB2	0.021003
PHB2	0.021004
BAG5	0.021018
DGKH	0.021021
AGR3	0.021084
F13A1	0.021139
SLC2A3	0.021168
RRNAD1	0.021173
NDE1	0.021178
HIST1H2AG	0.021278
FCHSD2	0.021293
CTSF	0.021342
PPP1R9B	0.021372
C16orf45	0.021412
ZDHHC21	0.021446
EMCN	0.021454
KIAA1468	0.021454
MAP3K13	0.02146
KCNC3	0.021472
TMEM178B	0.021496
GRID1	0.021498
EID2	0.021513
HDGF	0.021532
SNRPB	0.021542
RAB32	0.021592
PLD2	0.02161
SLC15A3	0.021674
KIAA1598	0.021687
CHD6	0.021734
CD52	0.021779
CYGB	0.021811
USMG5	0.021838
RPS29	0.021939
ANKS4B	0.02195
PCGF6	0.021995
IMMP1L	0.022006
GFI1	0.02201
NIT1	0.022045
BCL2L12	0.022104
VAV1	0.02212
ACOXL	0.022134
AURKA	0.022135
SAMM50	0.022141
PIK3AP1	0.022195
S100A10	0.022225
KIAA0753	0.022244
C5orf22	0.02225
CADM1	0.022254
DSP	0.022257
ZCWPW1	0.022289
AP5B1	0.022347
ITGB2	0.022348
EMILIN2	0.02237
MAEL	0.022371
ADCK4	0.022379
TLK2	0.022386
AP5M1	0.022415
RSF1	0.022554
EMG1	0.022613
ZBTB7A	0.022622
HNF1B	0.022693
SLCO5A1	0.022715
GON4L	0.022729
LGI4	0.022731
ZNF70	0.02278
RPL29	0.022783
COL1A1	0.022787
MAP3K14	0.022791
CR2	0.022849
C3orf52	0.022894
CDK5RAP3	0.022908
PSMC1	0.022917
CSMD3	0.022919
SIX5	0.022937
MAP1S	0.022947
MTSS1	0.022959
SNX10	0.02301
RBM24	0.023123
PLEKHB1	0.023128
ARHGAP12	0.023144
HIST1H2AH	0.023162
PLA2G16	0.023203
ANXA2R	0.023249
PGLYRP2	0.023261
HYAL3	0.023265
POLR3D	0.023269
MTAP	0.023297
RNF165	0.023332
HOXD1	0.02334
ACTG1	0.023355
PRDX6	0.023389
KANSL1L	0.023392
HCFC2	0.023463
C9orf89	0.023472
LGALS3BP	0.023551
SNAI1	0.023562
SFRP1	0.02359
NUMBL	0.023632
ACVR1B	0.023634
SFXN4	0.023696
MAP1LC3A	0.023698
CYB561D2	0.023707
MAP3K3	0.02376
PCSK7	0.023823
TDP2	0.023854
HOXD9	0.023947
CDK17	0.023966
ITCH	0.023981
IER5L	0.02404
DRAP1	0.024046
PPP1R16B	0.024049
ANP32B	0.02405
HOXD10	0.024051
ITGAX	0.024066
MAN2A1	0.024094
TFB1M	0.024101
PFDN2	0.024104
GPR183	0.024112
TRAF6	0.024125
ACADS	0.02417
HIST1H4I	0.024172
SNED1	0.024178
SEC14L6	0.024237
HOXD13	0.024238
VPS37C	0.024252
TRMT10C	0.024254
SEPT9	0.024272
PTAR1	0.024328
LIMD1	0.024413
TCP10L	0.024438
SULF2	0.024441
TNFAIP6	0.024485
EGFR	0.024522
MLH3	0.024542
MLEC	0.024548
GMFG	0.024559
NOP14	0.024563
PLEKHA7	0.024619
NUDT5	0.024662
HHIP	0.024682
SDHA	0.024688
ZYG11A	0.024698
POU2F3	0.024709
RACGAP1	0.024733
ARHGEF11	0.024763
PRTFDC1	0.02477
ICAM4	0.024807
ITGA11	0.024814
FBXO45	0.024945
NR2C2AP	0.024963
KLF12	0.024964
RPRD1A	0.025001
CYLD	0.025095
CCM2L	0.025164
CLDN11	0.025171
SYTL1	0.025215
SNX32	0.025309
FXYD7	0.025396
OXT	0.025401
COL6A3	0.025444
EIF2B2	0.025457
SLC25A34	0.025569
CCDC127	0.02559
ANKRD53	0.025673
F11R	0.025726
PTPN11	0.025741
HOXD11	0.025777
IGFBP7	0.025824
RPS8	0.025847
SYNRG	0.025849
KCNJ3	0.02587
SLC2A11	0.02589
GRK6	0.02602
ZNF672	0.026112
LPCAT3	0.026194
GADD45A	0.026244
ETS2	0.026247
NLRC5	0.026276
IARS2	0.026279
LMBRD2	0.026292
HAS3	0.026311
DNAH2	0.026316
PPM1J	0.02634
ME3	0.026465
NRBF2	0.026503
MDH2	0.026582
BEND5	0.026587
TYW5	0.026602
LIN28A	0.026688
TUBE1	0.026741
KIF5B	0.026767
AIM1L	0.026835
RSBN1L	0.026846
MSI2	0.02686
ENO3	0.026896
WDR53	0.02694
PFN1	0.02698
MIER3	0.027035
PSMF1	0.027055
ICAM5	0.027059
SLC19A3	0.027082
FAM229B	0.027102
METTL17	0.027132
DYNLRB1	0.027132
ICAM1	0.027136
TUSC2	0.027162
MCUR1	0.027209
PRDM6	0.02722
AGPAT5	0.027251
STT3B	0.027283
SOCS3	0.027289
PLCH1	0.02731
TNPO2	0.02733
TBX21	0.027391
EIF4G3	0.02744
DRAM2	0.027521
LEMD2	0.027542
BATF3	0.027584
PPOX	0.027629
FADS2	0.027651
VAT1L	0.027705
DUSP2	0.027749
LCP2	0.027761
IL17RE	0.027764
ARHGAP18	0.027778
CPNE2	0.027846
KIF2C	0.027863
UROD	0.027899
FGGY	0.027991
BICC1	0.027997
HRASLS2	0.027999
HIP1	0.028002
ATP5C1	0.028003
SDK2	0.028033
GPR65	0.028037
FAM20B	0.028122
DIAPH3	0.028151
SRR	0.028165
HECTD3	0.028172
HSPH1	0.028336
C7orf60	0.028378
F5	0.02839
PEX11A	0.028402
TNFSF11	0.028509
RHOG	0.028516
ADAMTS5	0.028517
SPDL1	0.028566
RABGGTA	0.028583
PIM3	0.028635
ZC2HC1C	0.028659
LAMA5	0.028713
EID2B	0.028745
DTWD2	0.028843
SMIM19	0.028859
ACYP1	0.028894
BBX	0.028927
FOXF1	0.028961
SPCS3	0.029045
HSD17B13	0.029136
FAM57B	0.029142
ACOT13	0.029171
ABHD14B	0.029232
HMG20B	0.02927
RNF219	0.029336
GOLGA4	0.029357
SENP7	0.029418
ZMYND10	0.029492
DGAT2	0.029497
LGALS1	0.029594
SMIM15	0.029606
NSUN3	0.029665
RSAD1	0.029675
MCM10	0.0297
SYT11	0.029741
RPS6KA2	0.029762
PGS1	0.029763
GTF2IRD1	0.029828
MARS2	0.029837
TPD52	0.029889
C2orf49	0.029899
IRAK4	0.02995
ZMYND8	0.029981
SEMA3B	0.030002
MATN1	0.030023
NCOA5	0.030077
ZNF37A	0.030104
C4BPB	0.030106
COPS7A	0.030142
ATG12	0.030169
SAV1	0.030188
PRCC	0.030224
KIF21A	0.030229
CCDC64B	0.030337
ADCK5	0.030338
BLVRB	0.030366
SLC35D2	0.030412
SLC25A11	0.03046
NEK6	0.030489
FCF1	0.030527
YIF1A	0.030576
TMEM258	0.03059
ACY1	0.030608
SAFB2	0.030627
FBN2	0.030697
ZAP70	0.0307
TMEM256	0.030726
SHANK3	0.030745
LLGL2	0.030807
ZBTB4	0.030814
BCL7A	0.030816
ITPKC	0.030834
C11orf80	0.030887
ULK4	0.030898
RRAS	0.030926
FRMPD2	0.030946
ZNF683	0.030999
ERAP2	0.031008
STIM2	0.031019
ELP4	0.031036
CLNS1A	0.031072
MED6	0.031111
PDGFRL	0.031141
ELP2	0.03122
TNFAIP3	0.031244
RBM28	0.031277
KIAA0907	0.031302
SLC10A5	0.031303
RNASEH2C	0.031303
AFF3	0.03133
IL5	0.031351
SEMA4D	0.031365
ACP6	0.031375
LRR1	0.031385
KIF9	0.031446
PRSS16	0.03147
HIC2	0.031472
TMEM191C	0.031472
PKIA	0.031544
MND1	0.031702
EYA3	0.031707
TMEM110	0.031791
VWA2	0.031807
C4orf46	0.031852
CPS1	0.031875
MED20	0.031901
KCNQ1	0.031901
ZNF384	0.031926
ATP5E	0.031932
SNRPA	0.031947
SAFB	0.031959
TGM1	0.032013
NINJ1	0.032043
B3GNT6	0.032131
SLC35F6	0.032177
TXNDC17	0.032193
CA7	0.032245
RNPS1	0.032307
NBPF10	0.032318
LSMEM2	0.032327
RTKN2	0.032327
EXO5	0.032397
RBM48	0.032418
ABCB10	0.032453
FXYD5	0.032532
MUS81	0.032567
RPL6	0.032571
MFSD12	0.032597
DLST	0.032633
IFRD2	0.032663
ZSCAN20	0.032687
MYO1C	0.0327
NEK9	0.032709
CD3E	0.032716
PRPF19	0.03273
TMEM38B	0.032731
SERINC5	0.032769
STARD13	0.032779
TSPYL1	0.032876
NES	0.032881
CLEC10A	0.032944
TMEM222	0.032991
TRIM7	0.033003
TMEM132A	0.033019
NLGN2	0.033075
RAD23B	0.033081
PPP1R15B	0.033096
SRRM3	0.033176
AP1B1	0.033191
PPA2	0.033224
NANS	0.03325
SMIM20	0.033272
IKBIP	0.033292
PPP4R2	0.033358
RSU1	0.033382
VIPR1	0.03342
GPN1	0.033446
XKR8	0.033507
TRIM41	0.0336
ECHDC2	0.033673
SAMD4B	0.033724
SNX22	0.033791
FOSL1	0.033826
EIF2D	0.033928
TNFAIP2	0.033942
C9orf106	0.034001
STX11	0.034048
PWP2	0.034052
RBM43	0.034077
ST3GAL5	0.034091
SPAG9	0.034126
TYRO3	0.034142
BOLL	0.034189
MAPRE1	0.034218
ISG20L2	0.03423
ANKRD36C	0.03426
CANT1	0.034288
SDHB	0.034386
CALHM2	0.034413
DPM2	0.034417
BASP1	0.034459
KIF7	0.034477
BYSL	0.0345
TRIM62	0.034539
LTBP2	0.034542
RNF114	0.034561
KAT5	0.034575
LETM2	0.034597
RHBDL3	0.034599
ZDHHC24	0.03461
JAK1	0.034628
C19orf44	0.034673
COG7	0.034677
ZBTB42	0.034678
NXPE2	0.034786
ATG5	0.034798
GNB5	0.034798
EVPL	0.034803
TMEM109	0.034809
AKAP8L	0.034824
PELI3	0.034833
CDC25A	0.034906
PRDM11	0.034914
PDE1A	0.034915
ITPR2	0.034915
PPIF	0.034998
MYRFL	0.035008
NMT1	0.035027
CD1D	0.035076
PQLC1	0.035183
C19orf12	0.035211
MAP4K4	0.035243
PPIL2	0.035371
NR1H2	0.035385
NGRN	0.03543
WHSC1L1	0.035435
PGM2L1	0.035456
CAMKK2	0.035463
CYP2S1	0.035477
KCNK5	0.035481
ZNF610	0.03549
ARRDC4	0.035729
LYRM7	0.035749
CCDC121	0.035778
DMPK	0.035793
ABCD2	0.035801
MAP3K6	0.035807
TMED10	0.03582
FCN3	0.035865
FBXL13	0.035866
HEATR5A	0.035898
MRPS26	0.035903
PUS7L	0.035926
RERE	0.03593
LRCH3	0.03593
RHPN1	0.035937
KIAA0195	0.035983
SPATA24	0.036063
PAIP2	0.036076
INTS10	0.036077
PROS1	0.036091
PPP1R35	0.036137
LARP4	0.036144
ACAD10	0.036181
UNC119B	0.036217
DCAKD	0.036219
TADA2A	0.036341
CNTD2	0.036385
TCP1	0.036401
H6PD	0.036424
XPR1	0.036458
CDCP1	0.036459
ETHE1	0.036463
AKT1	0.036468
GLI3	0.036475
EBLN2	0.036509
SKP1	0.036535
DNAJC24	0.036542
PPP1R26	0.036546
NRXN3	0.036553
CHRAC1	0.036597
SH3BP5L	0.03662
IDH1	0.0367
ADK	0.036713
PPIB	0.036716
REEP1	0.036752
HCFC1R1	0.03682
MRPL48	0.036908
PPAPDC1B	0.036947
RAB3IL1	0.036955
ABL2	0.037029
CES3	0.037061
RAG1	0.037068
C1QTNF1	0.037098
FBXL3	0.037116
ST6GALNAC4	0.037126
NFIB	0.03714
GNAO1	0.037143
BTBD9	0.037165
TMEM200B	0.037248
SLCO4A1	0.037268
ZNF707	0.037271
MAN2B2	0.037288
ANXA6	0.037341
C19orf54	0.037349
PPFIBP1	0.037369
LRRC2	0.037406
CIB1	0.037439
ABI3	0.037533
PAPD4	0.037539
RBX1	0.037681
MRAP2	0.0377
TWSG1	0.037736
KLLN	0.037777
GANAB	0.03783
PJA2	0.037851
MYL2	0.037876
ZNF439	0.03789
C22orf31	0.037897
LRFN1	0.037901
MARK2	0.037944
HSPA12A	0.038001
KIN	0.038019
SKIL	0.038063
AMOTL2	0.038087
CIITA	0.038154
RPAIN	0.038213
SHMT1	0.038225
WDR89	0.038239
JDP2	0.038241
ACSL6	0.038245
DFNB31	0.038316
NRIP1	0.038337
CA8	0.038354
MCM5	0.038421
ODF2	0.038469
AQP11	0.038532
FBXO46	0.03854
PNKP	0.038605
ATXN1	0.038641
CORO6	0.038652
CATSPER1	0.038779
JRKL	0.038816
ZMIZ1	0.038891
MARC2	0.038993
BMPR1A	0.039004
SPDYE3	0.039055
TRIM2	0.039071
DNAJC18	0.03908
MON1B	0.039089
DEDD	0.039113
EYA2	0.039151
IPO7	0.039174
NSRP1	0.039264
FAM13C	0.039272
PIP5KL1	0.039335
HOXD4	0.03935
RSRC1	0.039355
C14orf79	0.039356
MED28	0.039365
PRKCQ	0.039397
INTS4	0.039401
INPP5K	0.039439
ALOX5	0.039496
ZNF664	0.039501
CROCC	0.039541
UBAC2	0.039541
BCAS3	0.039547
PAPOLG	0.039576
ZNF528	0.039598
OSGEP	0.039616
SLC38A11	0.039623
C1QBP	0.039637
AARS	0.039645
C17orf100	0.039658
DYRK3	0.039693
NRROS	0.039815
HMHA1	0.039816
SCN4B	0.03982
C6orf62	0.039826
OPTN	0.039844
DUSP14	0.039857
METTL22	0.039918
ATP13A2	0.039952
CHST1	0.03997
POGK	0.039991
TMEM256-PLSCR3	0.040049
PHLDB3	0.040054
CDH5	0.04008
DGCR14	0.040081
IGIP	0.040084
EIF1AD	0.040086
FAM89B	0.040101
FAM102A	0.040159
GPR20	0.040193
PHTF2	0.040208
KIAA0355	0.040257
SSSCA1	0.040264
TSEN15	0.040311
RAMP1	0.04035
MYC	0.040367
ZFP69	0.040392
SLC23A2	0.040446
SETD6	0.040584
CERCAM	0.040704
FAM109A	0.040712
ASIC1	0.04075
TMEM80	0.040797
ETS1	0.040824
HIST1H3D	0.04085
ZNF514	0.040865
KLHL2	0.040883
RPS6KL1	0.040914
MBTD1	0.040997
CDK19	0.04102
GALNT11	0.041059
DNASE1L3	0.041136
ECT2L	0.041151
HIST1H2BF	0.041197
SERTAD1	0.041199
TRAPPC10	0.04121
PILRA	0.041258
MRPS12	0.041282
KIAA1147	0.04132
PDGFA	0.041332
MLN	0.04135
ADAMTS7	0.041354
CENPA	0.041357
AMFR	0.04139
ARPP19	0.041413
EIF2AK4	0.04142
MRPL18	0.041453
CCDC61	0.041488
LUM	0.041518
RBBP9	0.041527
SLC39A2	0.041552
SGMS1	0.041563
HIST1H4E	0.041667
SLC43A2	0.041686
HOXA2	0.041711
SEC61B	0.041729
PRMT3	0.041737
ACAT2	0.041756
PACSIN2	0.041785
AXIN2	0.041831
SUPT6H	0.041875
ZNF180	0.041879
GPR19	0.041903
DPP4	0.041909
CAPRIN1	0.041931
LIX1L	0.042064
LIMD2	0.042067
FPGS	0.04208
A2ML1	0.042081
SLC15A4	0.042104
FBXO16	0.042108
C6orf106	0.042134
